index,gender,car,reality,child_num,income_total,income_type,house_type,DAYS_BIRTH,DAYS_EMPLOYED,work_phone,phone,email,occyp_type,family_size,begin_month
13490,F,N,N,2,47250.0,Working,With parents,-11651,-318,1,0,0,Laborers,4.0,0.0
13491,F,N,N,0,90000.0,Commercial associate,House / apartment,-10731,-885,0,0,0,Sales staff,1.0,-25.0
13492,F,N,Y,0,90000.0,Working,House / apartment,-18512,-1213,0,0,0,Core staff,1.0,-26.0
13493,F,N,Y,1,54000.0,Working,House / apartment,-15581,-187,0,0,0,,3.0,-8.0
13494,F,N,Y,0,157500.0,Working,House / apartment,-20976,-1776,0,0,0,Laborers,2.0,-23.0
13495,F,N,N,2,112500.0,Working,Municipal apartment,-12461,-714,0,1,0,Medicine staff,4.0,-26.0
13496,M,Y,Y,2,126000.0,Working,House / apartment,-16468,-3304,1,1,0,Drivers,4.0,-41.0
13497,F,Y,Y,0,112500.0,Working,House / apartment,-12078,-673,1,1,0,Laborers,2.0,-21.0
13498,F,Y,Y,1,157500.0,Commercial associate,With parents,-12774,-536,1,0,0,,3.0,-5.0
13499,F,N,Y,0,126000.0,Working,House / apartment,-16849,-2896,0,1,0,Cooking staff,1.0,-44.0
13500,F,N,Y,0,112500.0,Working,House / apartment,-13137,-2392,1,1,0,Waiters/barmen staff,2.0,-16.0
13501,F,N,Y,0,99000.0,Pensioner,House / apartment,-23849,365243,0,0,0,,2.0,-17.0
13502,F,N,Y,1,225000.0,Working,House / apartment,-13071,-1344,0,0,0,Sales staff,3.0,0.0
13503,F,N,Y,0,157500.0,Pensioner,House / apartment,-22229,365243,0,0,0,,2.0,-3.0
13504,M,Y,Y,1,292500.0,Commercial associate,House / apartment,-10398,-742,1,1,1,Core staff,3.0,-15.0
13505,F,N,Y,0,56250.0,Pensioner,House / apartment,-24058,365243,0,1,0,,2.0,-10.0
13506,F,N,Y,0,180000.0,Commercial associate,House / apartment,-23556,-165,0,0,0,Private service staff,2.0,-12.0
13507,M,N,Y,1,360000.0,Working,House / apartment,-12612,-2877,0,1,0,,3.0,-24.0
13508,F,Y,N,0,31500.0,Commercial associate,House / apartment,-17762,-7734,1,1,0,Cleaning staff,2.0,-20.0
13509,M,Y,Y,2,360000.0,Commercial associate,House / apartment,-14894,-1954,0,0,1,Managers,4.0,-18.0
13510,F,N,Y,2,247500.0,Working,House / apartment,-13610,-184,0,0,0,,4.0,-7.0
13511,F,N,Y,0,135000.0,Working,House / apartment,-21977,-9447,0,0,0,High skill tech staff,1.0,-17.0
13512,F,Y,Y,1,67500.0,Working,House / apartment,-16361,-2109,1,0,0,,3.0,-10.0
13513,F,N,Y,0,171000.0,Commercial associate,House / apartment,-20103,-2697,0,0,0,Cleaning staff,2.0,-30.0
13514,F,N,Y,0,90000.0,Pensioner,House / apartment,-23262,365243,0,1,0,,1.0,-8.0
13515,F,N,Y,0,90000.0,Pensioner,House / apartment,-22731,365243,0,0,0,,1.0,-5.0
13516,M,Y,Y,2,225000.0,Working,House / apartment,-10380,-3396,0,0,0,Laborers,4.0,-10.0
13517,F,N,Y,0,40500.0,Pensioner,House / apartment,-21177,365243,0,0,0,,2.0,-33.0
13518,F,N,Y,0,112500.0,Pensioner,House / apartment,-24060,365243,0,0,0,,2.0,-31.0
13519,F,N,Y,0,126000.0,Pensioner,House / apartment,-20681,365243,0,0,0,,2.0,-4.0
13520,M,Y,Y,0,135000.0,Commercial associate,House / apartment,-9497,-1052,0,0,0,Laborers,2.0,-13.0
13521,F,N,Y,0,135000.0,Pensioner,House / apartment,-23442,365243,0,1,0,,2.0,-37.0
13522,F,Y,Y,0,157500.0,Working,House / apartment,-9389,-1632,1,1,0,,2.0,-54.0
13523,F,Y,N,0,562500.0,Working,House / apartment,-14654,-2836,1,0,0,Managers,2.0,-24.0
13524,F,N,N,1,292500.0,Working,House / apartment,-12454,-4030,1,1,0,Sales staff,3.0,-40.0
13525,M,Y,N,0,315000.0,Working,Office apartment,-15558,-4276,0,1,0,,2.0,-42.0
13526,F,Y,N,1,202500.0,Working,House / apartment,-10636,-915,0,0,0,Sales staff,3.0,-46.0
13527,F,Y,Y,0,112500.0,Pensioner,House / apartment,-19921,365243,0,1,0,,2.0,-41.0
13528,M,Y,Y,2,126000.0,Working,House / apartment,-16468,-3304,1,1,0,Drivers,4.0,-51.0
13529,F,N,Y,0,306000.0,Working,House / apartment,-10478,-464,0,1,0,Private service staff,1.0,-6.0
13530,M,N,Y,0,157500.0,Working,House / apartment,-12644,-2811,0,0,0,Laborers,2.0,-12.0
13531,M,Y,N,0,292500.0,Commercial associate,House / apartment,-20874,-2722,0,0,0,,2.0,-19.0
13532,F,N,Y,0,135000.0,Commercial associate,House / apartment,-18195,-11555,0,0,0,High skill tech staff,2.0,-39.0
13533,F,N,Y,0,225000.0,Pensioner,House / apartment,-22523,365243,0,1,0,,2.0,-11.0
13534,F,N,Y,0,315000.0,Working,House / apartment,-18018,-11157,0,0,0,Private service staff,2.0,-29.0
13535,F,N,Y,2,112500.0,Working,House / apartment,-14351,-3592,0,0,0,Sales staff,3.0,-41.0
13536,F,Y,N,0,162000.0,Pensioner,House / apartment,-23240,365243,0,1,0,,1.0,-16.0
13537,F,N,Y,0,135000.0,Commercial associate,House / apartment,-8056,-433,0,0,0,Core staff,2.0,-11.0
13538,F,Y,Y,1,157500.0,Working,House / apartment,-9800,-2109,0,0,1,Medicine staff,2.0,-32.0
13539,F,N,N,0,117000.0,Working,House / apartment,-17087,-7310,1,1,0,Medicine staff,2.0,-50.0
13540,F,N,Y,0,270000.0,State servant,House / apartment,-13752,-167,1,1,0,Managers,2.0,-12.0
13541,M,Y,Y,0,270000.0,Commercial associate,House / apartment,-17401,-3099,0,1,0,,2.0,-10.0
13542,F,Y,Y,0,247500.0,Commercial associate,House / apartment,-14667,-1422,0,0,0,Sales staff,2.0,-23.0
13543,F,N,Y,0,292500.0,Working,House / apartment,-12379,-4453,0,0,1,Sales staff,2.0,-21.0
13544,F,N,Y,1,202500.0,Working,Rented apartment,-13777,-3261,0,0,0,,3.0,-15.0
13545,F,N,Y,0,360000.0,Working,House / apartment,-18899,-8538,0,1,0,Managers,1.0,-35.0
13546,F,N,Y,2,60750.0,Commercial associate,House / apartment,-10687,-1981,1,1,0,Core staff,4.0,-58.0
13547,M,Y,Y,1,112500.0,Working,House / apartment,-16204,-925,1,1,0,Drivers,3.0,-59.0
13548,M,Y,N,0,247500.0,Working,House / apartment,-8560,-316,1,0,0,Managers,1.0,-7.0
13549,F,N,Y,0,157500.0,Working,House / apartment,-16757,-3508,0,0,0,Core staff,2.0,-43.0
13550,F,N,Y,0,117000.0,Commercial associate,House / apartment,-16160,-4852,0,0,0,Accountants,2.0,-27.0
13551,F,N,N,0,94500.0,Pensioner,House / apartment,-21373,365243,0,1,0,,2.0,-5.0
13552,M,N,Y,0,157500.0,Working,House / apartment,-23406,-2617,0,0,0,Security staff,2.0,-5.0
13553,F,N,N,0,112500.0,Pensioner,House / apartment,-23588,365243,0,0,0,,2.0,-34.0
13554,F,Y,Y,1,112500.0,Working,House / apartment,-13896,-344,0,0,0,Cooking staff,2.0,-11.0
13555,F,N,Y,0,225000.0,Pensioner,House / apartment,-23868,365243,0,0,0,,2.0,-20.0
13556,F,Y,Y,0,157500.0,Pensioner,House / apartment,-22780,365243,0,1,0,,2.0,-22.0
13557,F,Y,Y,3,135000.0,Working,House / apartment,-12928,-1313,0,0,0,Accountants,5.0,-10.0
13558,F,Y,N,0,38025.0,Pensioner,House / apartment,-20969,365243,0,1,0,,2.0,-59.0
13559,F,Y,Y,1,135000.0,Working,House / apartment,-10014,-2311,0,0,0,,3.0,-21.0
13560,F,N,Y,0,256500.0,Commercial associate,House / apartment,-19604,-970,0,0,0,Managers,1.0,-5.0
13561,F,Y,N,0,247500.0,Commercial associate,House / apartment,-15932,-4490,0,0,0,High skill tech staff,2.0,-54.0
13562,F,Y,N,0,112500.0,Working,House / apartment,-11796,-2134,0,0,0,Laborers,2.0,-26.0
13563,F,N,Y,1,157500.0,State servant,House / apartment,-16425,-2842,0,0,0,Managers,3.0,-40.0
13564,F,N,Y,0,225000.0,Working,House / apartment,-19252,-2057,0,0,0,Sales staff,1.0,-20.0
13565,F,N,N,0,405000.0,Working,House / apartment,-16388,-7127,0,0,0,,2.0,-44.0
13566,M,Y,Y,0,90000.0,Working,House / apartment,-12154,-1547,0,0,0,Core staff,2.0,-35.0
13567,F,N,Y,0,153000.0,Working,House / apartment,-10762,-683,0,1,0,Core staff,1.0,-21.0
13568,F,N,N,0,144000.0,Working,Municipal apartment,-16641,-9988,1,1,0,Sales staff,2.0,-16.0
13569,M,Y,Y,0,225000.0,Working,House / apartment,-20145,-1043,0,0,0,Laborers,2.0,-45.0
13570,F,N,Y,0,126000.0,Commercial associate,House / apartment,-14265,-7373,1,1,0,Laborers,2.0,-4.0
13571,F,Y,Y,0,292500.0,Commercial associate,House / apartment,-13387,-1991,0,0,0,Realty agents,1.0,-11.0
13572,F,N,N,0,202500.0,Working,House / apartment,-19271,-4839,0,0,1,Core staff,2.0,-47.0
13573,M,N,N,1,225000.0,Commercial associate,With parents,-17868,-1912,0,0,0,Drivers,3.0,-1.0
13574,M,Y,N,0,135000.0,Working,House / apartment,-13483,-1816,1,1,0,Laborers,2.0,-51.0
13575,M,Y,Y,0,157500.0,Working,House / apartment,-10647,-1610,0,0,0,Laborers,2.0,-47.0
13576,F,N,Y,0,67500.0,Commercial associate,House / apartment,-13474,-3024,0,0,0,Sales staff,1.0,-32.0
13577,F,N,N,0,94500.0,Working,House / apartment,-18713,-3627,1,0,0,,2.0,-3.0
13578,M,Y,N,0,180000.0,Commercial associate,With parents,-9538,-195,0,0,0,Laborers,1.0,-5.0
13579,F,Y,Y,1,270000.0,Working,House / apartment,-14052,-140,0,1,1,Sales staff,2.0,-37.0
13580,F,N,N,1,112500.0,Working,House / apartment,-12872,-3720,1,0,0,Sales staff,3.0,-5.0
13581,M,Y,Y,0,180000.0,Working,House / apartment,-12488,-747,0,0,1,Laborers,2.0,-10.0
13582,F,Y,Y,1,270000.0,Working,House / apartment,-14052,-140,0,1,1,Sales staff,2.0,-13.0
13583,F,N,Y,0,135000.0,Working,House / apartment,-15923,-961,0,0,0,Waiters/barmen staff,2.0,-19.0
13584,F,Y,Y,0,202500.0,Pensioner,House / apartment,-23390,365243,0,0,0,,2.0,-24.0
13585,F,N,Y,1,180000.0,Working,House / apartment,-15113,-1585,0,0,0,HR staff,2.0,-5.0
13586,F,N,N,0,67500.0,Working,House / apartment,-18029,-3902,1,0,0,Security staff,2.0,-1.0
13587,F,N,Y,0,112500.0,Working,House / apartment,-20440,-1987,0,0,0,Medicine staff,2.0,-44.0
13588,F,N,Y,0,270000.0,Commercial associate,House / apartment,-16133,-582,0,0,0,Sales staff,2.0,-2.0
13589,F,Y,Y,0,247500.0,Working,With parents,-11770,-285,0,0,0,Sales staff,1.0,-49.0
13590,M,Y,Y,0,225000.0,Working,House / apartment,-12048,-1587,0,0,0,Laborers,2.0,-18.0
13591,F,N,N,0,76500.0,Pensioner,House / apartment,-20592,365243,0,1,0,,2.0,-13.0
13592,F,Y,Y,0,247500.0,Working,House / apartment,-11961,-2224,1,0,0,Accountants,2.0,-17.0
13593,M,Y,N,2,270000.0,Working,House / apartment,-18147,-1101,1,0,0,Managers,4.0,-54.0
13594,M,Y,N,0,166500.0,Commercial associate,House / apartment,-10568,-2026,1,0,0,Laborers,1.0,-30.0
13595,M,Y,Y,1,225000.0,Commercial associate,House / apartment,-15296,-4244,1,0,0,Drivers,3.0,-28.0
13596,M,Y,Y,0,157500.0,Pensioner,House / apartment,-21940,365243,0,0,0,,1.0,-35.0
13597,F,Y,N,1,180000.0,Commercial associate,House / apartment,-13809,-774,0,1,0,Accountants,3.0,-16.0
13598,F,N,Y,0,117000.0,Pensioner,House / apartment,-21428,365243,0,1,0,,2.0,-39.0
13599,F,N,Y,0,360000.0,Pensioner,House / apartment,-22584,365243,0,0,0,,2.0,-7.0
13600,M,N,Y,2,450000.0,Commercial associate,House / apartment,-12238,-2187,1,1,0,Managers,4.0,-57.0
13601,F,N,Y,0,56250.0,Pensioner,House / apartment,-24058,365243,0,1,0,,2.0,-2.0
13602,M,Y,N,0,225000.0,Commercial associate,Rented apartment,-10763,-1473,1,1,1,,2.0,-40.0
13603,F,N,Y,1,270000.0,Working,House / apartment,-15789,-8205,0,1,1,Medicine staff,2.0,-30.0
13604,M,N,N,0,225000.0,State servant,House / apartment,-15108,-211,1,1,0,Drivers,2.0,-52.0
13605,M,Y,N,0,157500.0,Working,House / apartment,-19843,-1922,0,0,0,Managers,2.0,-39.0
13606,F,N,Y,0,112500.0,Pensioner,House / apartment,-23269,365243,0,0,1,,2.0,-15.0
13607,M,N,N,0,180000.0,Working,With parents,-9046,-1202,1,1,1,,1.0,-26.0
13608,F,N,Y,0,157500.0,State servant,House / apartment,-17033,-1843,0,1,0,Medicine staff,2.0,-3.0
13609,F,N,Y,0,157500.0,Commercial associate,House / apartment,-12009,-1912,0,1,0,Sales staff,1.0,-32.0
13610,F,Y,Y,0,112500.0,Working,House / apartment,-10101,-505,1,1,0,Laborers,2.0,-28.0
13611,F,N,N,1,135000.0,Pensioner,House / apartment,-11989,365243,0,0,0,,3.0,-18.0
13612,F,N,Y,0,112500.0,Commercial associate,House / apartment,-20017,-1710,1,0,0,Sales staff,2.0,-34.0
13613,F,Y,Y,0,202500.0,Pensioner,House / apartment,-23390,365243,0,0,0,,2.0,-43.0
13614,F,N,Y,0,252000.0,State servant,House / apartment,-16751,-8175,0,0,0,Managers,1.0,-3.0
13615,M,N,Y,2,180000.0,Working,House / apartment,-10640,-1494,1,1,0,Laborers,4.0,-13.0
13616,F,N,Y,0,135000.0,Working,House / apartment,-22208,-229,0,1,0,,1.0,-25.0
13617,F,N,Y,0,40500.0,Pensioner,House / apartment,-23933,365243,0,0,0,,2.0,-59.0
13618,F,Y,Y,1,90000.0,Commercial associate,House / apartment,-14402,-475,0,0,0,High skill tech staff,3.0,-35.0
13619,F,N,N,0,112500.0,Pensioner,Municipal apartment,-21629,365243,0,0,0,,1.0,-12.0
13620,M,Y,Y,3,157500.0,Working,House / apartment,-12441,-4369,1,1,0,Laborers,5.0,-43.0
13621,F,N,Y,0,135000.0,State servant,House / apartment,-20542,-9422,0,1,0,Core staff,2.0,-12.0
13622,F,N,Y,1,112500.0,Commercial associate,House / apartment,-14934,-1350,0,1,0,Sales staff,3.0,-59.0
13623,M,Y,Y,3,270000.0,Working,House / apartment,-15174,-582,0,0,0,,5.0,-30.0
13624,F,Y,Y,0,135000.0,Working,House / apartment,-16413,-622,0,1,0,High skill tech staff,2.0,-56.0
13625,M,Y,Y,0,144000.0,Pensioner,House / apartment,-22605,365243,0,1,0,,2.0,-6.0
13626,F,N,N,0,67500.0,Pensioner,House / apartment,-22972,365243,0,0,0,,1.0,-6.0
13627,F,Y,Y,0,139500.0,Pensioner,House / apartment,-21009,365243,0,0,0,,2.0,-27.0
13628,M,Y,Y,2,531000.0,State servant,House / apartment,-15173,-7916,0,0,0,Managers,4.0,-25.0
13629,M,Y,Y,0,225000.0,Pensioner,House / apartment,-22020,365243,0,1,0,,2.0,-22.0
13630,M,Y,N,0,135000.0,Working,House / apartment,-16624,-4054,0,0,0,Laborers,2.0,-53.0
13631,F,N,Y,1,49500.0,Working,House / apartment,-19606,-12513,0,0,0,Laborers,2.0,-14.0
13632,M,Y,N,0,315000.0,Commercial associate,House / apartment,-16854,-5179,1,0,0,Managers,2.0,-20.0
13633,F,Y,N,0,562500.0,Working,House / apartment,-14654,-2836,1,0,0,Managers,2.0,-42.0
13634,F,Y,Y,0,180000.0,Working,House / apartment,-15537,-7218,0,0,0,,2.0,-2.0
13635,M,Y,N,2,247500.0,Working,With parents,-12149,-195,0,0,0,Drivers,4.0,-46.0
13636,F,N,Y,0,157500.0,Pensioner,House / apartment,-21497,365243,0,0,0,,1.0,-50.0
13637,F,Y,N,0,112500.0,Working,House / apartment,-11796,-2134,0,0,0,Laborers,2.0,-35.0
13638,F,N,N,0,315000.0,Working,With parents,-9746,-1268,0,1,0,Medicine staff,1.0,-26.0
13639,M,N,N,0,117000.0,Working,House / apartment,-8168,-804,1,0,0,Sales staff,1.0,-19.0
13640,F,Y,Y,0,216000.0,Working,House / apartment,-21216,-3641,0,0,0,Managers,2.0,-25.0
13641,F,N,Y,0,117000.0,Working,House / apartment,-17468,-355,1,1,0,,2.0,-60.0
13642,M,Y,Y,0,180000.0,Working,With parents,-11089,-1467,0,0,0,Laborers,2.0,-36.0
13643,M,N,N,0,112500.0,Pensioner,House / apartment,-23027,365243,0,1,0,,2.0,-17.0
13644,F,Y,Y,0,270000.0,Working,House / apartment,-16582,-1194,1,1,0,Cleaning staff,1.0,-21.0
13645,F,Y,Y,0,256500.0,Commercial associate,House / apartment,-11210,-1724,1,0,0,Accountants,2.0,-60.0
13646,F,Y,Y,1,135000.0,Working,House / apartment,-11810,-648,1,1,0,Sales staff,2.0,-6.0
13647,M,Y,Y,0,337500.0,Working,With parents,-10622,-1175,0,0,0,Laborers,2.0,-9.0
13648,F,N,Y,0,90000.0,Pensioner,House / apartment,-23262,365243,0,1,0,,1.0,-35.0
13649,M,Y,Y,1,292500.0,Working,With parents,-12015,-1550,0,0,0,Laborers,3.0,-20.0
13650,F,Y,Y,0,90000.0,Pensioner,House / apartment,-19895,365243,0,1,0,,2.0,-4.0
13651,F,N,Y,0,180000.0,Working,House / apartment,-19881,-7718,0,0,0,Secretaries,2.0,-25.0
13652,F,N,Y,0,90000.0,Working,House / apartment,-17039,-7343,0,0,0,,2.0,-30.0
13653,F,N,Y,0,247500.0,Pensioner,House / apartment,-22107,365243,0,0,0,,2.0,-52.0
13654,F,N,Y,0,153000.0,Working,House / apartment,-10762,-683,0,1,0,Core staff,1.0,-17.0
13655,M,Y,N,1,315000.0,State servant,Municipal apartment,-9095,-926,0,0,0,Core staff,3.0,-31.0
13656,F,N,N,0,180000.0,Pensioner,House / apartment,-23029,365243,0,0,0,,1.0,-6.0
13657,F,N,Y,1,135000.0,Working,House / apartment,-15948,-9359,0,0,0,,3.0,-11.0
13658,F,N,Y,0,144000.0,Working,House / apartment,-18841,-4166,1,1,0,High skill tech staff,2.0,-18.0
13659,F,N,Y,0,202500.0,Commercial associate,House / apartment,-16817,-4410,0,0,1,Sales staff,2.0,-6.0
13660,F,N,N,0,135000.0,Working,House / apartment,-17803,-10762,0,0,0,Accountants,2.0,-58.0
13661,F,N,N,0,202500.0,State servant,House / apartment,-17274,-1348,0,1,0,Laborers,2.0,-50.0
13662,F,N,N,0,171000.0,Pensioner,House / apartment,-21700,365243,0,0,0,,2.0,-13.0
13663,F,N,Y,0,202500.0,Pensioner,House / apartment,-23208,365243,0,1,0,,2.0,-6.0
13664,M,N,N,0,180000.0,Working,With parents,-9046,-1202,1,1,1,,1.0,-16.0
13665,M,Y,Y,0,211500.0,Commercial associate,House / apartment,-21484,-1709,0,0,0,Laborers,2.0,-11.0
13666,F,Y,N,0,292500.0,Working,House / apartment,-15120,-735,0,0,0,,2.0,-14.0
13667,F,N,Y,0,157500.0,Working,House / apartment,-10336,-985,0,0,0,Core staff,2.0,-10.0
13668,F,N,Y,1,157500.0,Working,House / apartment,-14133,-185,0,1,0,Sales staff,3.0,-45.0
13669,F,N,Y,0,225000.0,Commercial associate,House / apartment,-11591,-2501,0,0,0,,2.0,-43.0
13670,F,Y,N,0,108000.0,Working,With parents,-12249,-3195,1,0,0,,2.0,-12.0
13671,F,Y,Y,0,270000.0,Commercial associate,House / apartment,-18382,-5454,0,0,0,Managers,2.0,-48.0
13672,F,N,N,1,103500.0,Working,House / apartment,-11720,-1191,0,0,0,Sales staff,3.0,-11.0
13673,M,N,Y,0,81000.0,Commercial associate,House / apartment,-9874,-1928,0,1,0,Laborers,1.0,-39.0
13674,F,N,Y,1,112500.0,Working,House / apartment,-15213,-109,0,0,0,Laborers,3.0,-2.0
13675,F,N,Y,0,157500.0,Working,House / apartment,-19097,-674,0,0,0,Core staff,1.0,-34.0
13676,F,N,Y,0,180000.0,Pensioner,House / apartment,-23059,365243,0,0,0,,1.0,-17.0
13677,M,Y,Y,0,247500.0,Working,House / apartment,-10952,-3577,1,0,0,Laborers,2.0,-52.0
13678,F,Y,Y,0,153000.0,Working,House / apartment,-14966,-170,0,0,0,,2.0,-20.0
13679,F,N,Y,0,67500.0,Working,House / apartment,-20482,-5030,1,1,0,,1.0,-36.0
13680,F,Y,Y,0,270000.0,Working,House / apartment,-16971,-375,0,0,0,,1.0,-39.0
13681,M,Y,Y,0,135000.0,Pensioner,House / apartment,-23211,365243,0,0,0,,2.0,-15.0
13682,F,N,Y,0,135000.0,Working,House / apartment,-15836,-3034,0,0,0,,2.0,-38.0
13683,M,Y,Y,0,405000.0,State servant,House / apartment,-17309,-3500,0,0,0,,2.0,-8.0
13684,F,N,Y,0,315000.0,Commercial associate,House / apartment,-17752,-2380,1,1,0,Accountants,1.0,-39.0
13685,M,N,Y,1,225000.0,Working,House / apartment,-13198,-3690,0,0,0,Core staff,3.0,-12.0
13686,M,Y,N,0,90000.0,Commercial associate,House / apartment,-10853,-249,0,1,0,Laborers,1.0,-7.0
13687,F,Y,N,0,157500.0,Commercial associate,With parents,-8076,-596,0,0,0,Core staff,1.0,-11.0
13688,M,Y,Y,0,63000.0,Pensioner,House / apartment,-24000,365243,0,0,0,,2.0,-3.0
13689,F,N,Y,1,157500.0,Working,Municipal apartment,-13355,-625,0,0,0,Sales staff,2.0,-15.0
13690,M,Y,Y,0,405000.0,Commercial associate,House / apartment,-21751,-5443,0,0,0,Drivers,2.0,-13.0
13691,M,Y,Y,1,405000.0,Working,House / apartment,-10530,-2165,0,0,0,High skill tech staff,3.0,-26.0
13692,F,N,Y,0,135000.0,Pensioner,House / apartment,-23200,365243,0,1,0,,1.0,-37.0
13693,F,N,Y,1,180000.0,Pensioner,House / apartment,-18979,365243,0,1,0,,3.0,-19.0
13694,F,Y,Y,1,391500.0,Commercial associate,House / apartment,-17423,-472,0,1,0,Managers,3.0,-29.0
13695,F,N,Y,0,630000.0,Working,House / apartment,-22001,-1539,1,1,0,Accountants,1.0,-35.0
13696,M,Y,Y,0,126000.0,Working,House / apartment,-19286,-3489,1,0,0,Security staff,2.0,-13.0
13697,M,Y,N,0,315000.0,Working,House / apartment,-20546,-11183,0,1,1,,2.0,-29.0
13698,F,Y,N,1,225000.0,Working,With parents,-10959,-1881,0,0,0,Secretaries,3.0,-38.0
13699,F,N,Y,0,121500.0,Pensioner,House / apartment,-24302,365243,0,0,0,,2.0,-18.0
13700,F,N,Y,0,360000.0,State servant,House / apartment,-11958,-2816,0,0,0,Medicine staff,1.0,-16.0
13701,F,Y,Y,0,270000.0,State servant,House / apartment,-21955,-12455,0,0,0,Core staff,2.0,-26.0
13702,F,N,Y,1,99000.0,Commercial associate,House / apartment,-14798,-3251,1,1,0,Laborers,3.0,-53.0
13703,F,N,N,0,81000.0,Working,House / apartment,-9172,-2175,1,0,0,Laborers,2.0,-3.0
13704,F,Y,Y,1,112500.0,Working,House / apartment,-14222,-141,1,1,0,Cooking staff,3.0,-34.0
13705,F,N,Y,2,90000.0,State servant,House / apartment,-12724,-2635,1,0,0,Core staff,4.0,-29.0
13706,F,Y,Y,1,225000.0,Commercial associate,House / apartment,-13591,-3246,0,0,0,Sales staff,3.0,-58.0
13707,F,Y,Y,0,180000.0,Commercial associate,House / apartment,-13254,-2542,0,1,0,,2.0,-60.0
13708,F,Y,Y,0,225000.0,Pensioner,House / apartment,-21717,365243,0,0,0,,2.0,-42.0
13709,M,Y,Y,2,202500.0,Working,House / apartment,-11132,-917,0,1,0,Laborers,4.0,-48.0
13710,F,N,Y,0,180000.0,Pensioner,House / apartment,-23594,365243,0,0,0,,1.0,-4.0
13711,M,Y,Y,0,153000.0,State servant,House / apartment,-18861,-1480,1,1,0,Drivers,2.0,-19.0
13712,M,Y,Y,2,216000.0,State servant,House / apartment,-11121,-2565,0,0,0,High skill tech staff,4.0,-17.0
13713,M,Y,Y,0,315000.0,Pensioner,House / apartment,-19380,365243,0,1,0,,2.0,-21.0
13714,M,N,Y,0,135000.0,Commercial associate,House / apartment,-23093,-659,1,0,0,Security staff,2.0,-24.0
13715,F,N,Y,1,337500.0,Working,House / apartment,-12790,-3329,0,0,1,Core staff,3.0,-43.0
13716,F,N,N,0,225000.0,Working,House / apartment,-20657,-5637,0,0,0,Accountants,1.0,-14.0
13717,F,N,Y,0,135000.0,Pensioner,House / apartment,-22548,365243,0,0,0,,2.0,-10.0
13718,F,N,N,0,180000.0,Working,House / apartment,-20188,-393,0,0,0,Core staff,2.0,-31.0
13719,M,Y,Y,0,135000.0,Commercial associate,House / apartment,-9497,-1052,0,0,0,Laborers,2.0,-45.0
13720,F,Y,Y,0,81000.0,Working,House / apartment,-12615,-843,0,0,0,Cooking staff,2.0,-4.0
13721,M,Y,Y,0,157500.0,Working,Municipal apartment,-14284,-2192,0,0,0,Drivers,1.0,-44.0
13722,F,N,Y,0,90000.0,Working,House / apartment,-14579,-185,0,1,0,Laborers,2.0,-52.0
13723,M,Y,N,3,180000.0,Working,House / apartment,-10048,-3475,1,0,0,,5.0,-38.0
13724,M,Y,Y,0,292500.0,Commercial associate,With parents,-9980,-351,0,0,0,Drivers,2.0,-42.0
13725,M,Y,N,0,360000.0,State servant,House / apartment,-9983,-1923,0,0,0,,2.0,-51.0
13726,F,N,N,0,180000.0,Working,House / apartment,-19575,-2901,0,0,0,Sales staff,2.0,-43.0
13727,F,Y,Y,0,202500.0,Pensioner,House / apartment,-23390,365243,0,0,0,,2.0,-38.0
13728,M,Y,N,0,180000.0,Working,House / apartment,-9973,-1174,0,0,0,Core staff,2.0,-25.0
13729,M,Y,N,0,337500.0,Working,With parents,-11344,-3309,0,0,0,Core staff,1.0,-21.0
13730,F,N,N,1,540000.0,Working,House / apartment,-16409,-2045,1,0,0,Managers,2.0,-11.0
13731,F,Y,Y,0,157500.0,Commercial associate,House / apartment,-12674,-656,0,0,0,Sales staff,2.0,-28.0
13732,M,Y,Y,1,765000.0,Working,House / apartment,-12197,-1194,1,0,0,Managers,3.0,-3.0
13733,M,Y,Y,1,144000.0,Working,House / apartment,-8696,-1070,0,0,1,Drivers,3.0,-2.0
13734,F,N,N,0,208350.0,Pensioner,House / apartment,-21775,365243,0,0,0,,2.0,-16.0
13735,F,N,N,0,108000.0,Commercial associate,House / apartment,-18827,-1131,0,1,0,Laborers,2.0,-11.0
13736,M,Y,Y,0,184500.0,Working,House / apartment,-12298,-1200,0,0,0,Drivers,2.0,-57.0
13737,M,N,Y,1,112500.0,Working,House / apartment,-15171,-1508,0,0,0,Drivers,3.0,-49.0
13738,F,N,Y,3,247500.0,Commercial associate,House / apartment,-12099,-2207,0,0,1,,5.0,-10.0
13739,M,N,N,0,180000.0,Working,With parents,-9046,-1202,1,1,1,,1.0,-13.0
13740,F,N,N,0,216000.0,Pensioner,House / apartment,-22867,365243,0,0,0,,2.0,-2.0
13741,F,Y,Y,1,157500.0,Working,House / apartment,-13046,-2753,0,0,0,,3.0,-59.0
13742,F,Y,Y,0,450000.0,Pensioner,House / apartment,-22083,365243,0,1,0,,1.0,-17.0
13743,F,Y,N,1,360000.0,Working,House / apartment,-16480,-4023,0,0,1,Managers,2.0,-52.0
13744,F,N,Y,0,67500.0,Working,Office apartment,-10338,-2520,1,1,0,Core staff,2.0,-4.0
13745,F,N,Y,0,90000.0,Pensioner,House / apartment,-21885,365243,0,0,0,,2.0,-21.0
13746,F,Y,N,4,202500.0,Working,House / apartment,-12448,-4395,0,0,0,Core staff,6.0,-18.0
